iter	Logloss
241	0.3419269743
242	0.3415992806
243	0.3414890025
244	0.341238057
245	0.3409217879
246	0.3406436034
247	0.3404407192
248	0.3402912819
249	0.3400509594
250	0.3399462632
251	0.3398580181
252	0.339531295
253	0.3393167825
254	0.3391241919
255	0.3390796108
256	0.3387840521
257	0.3385575831
258	0.3382709566
259	0.337976663
260	0.3375963589
261	0.3374194666
262	0.3372193897
263	0.3368588746
264	0.336648944
265	0.3363231831
266	0.3360803991
267	0.3358613879
268	0.3357915091
269	0.3355310114
270	0.3352624305
271	0.334962856
272	0.3347868066
273	0.3343485298
274	0.3340663299
275	0.3336928347
276	0.333333118
277	0.3329416535
278	0.3325350634
279	0.3322205238
280	0.3319841535
281	0.3317308418
282	0.3314457561
283	0.3312233625
284	0.330834566
285	0.3305993516
286	0.3304798418
287	0.3303329449
288	0.3301175964
289	0.3299315643
290	0.3297767738
291	0.3295068128
292	0.3293892913
293	0.3290606573
294	0.32887227
295	0.3286031689
296	0.3283611594
297	0.3281678476
298	0.3280038902
299	0.3277735281
300	0.3276749524
301	0.3274757184
302	0.3271084482
303	0.326976376
304	0.3267350104
305	0.3264988119
306	0.3262799624
307	0.3259874973
308	0.3257692792
309	0.3256491408
310	0.3253499717
311	0.3252880656
312	0.3250477452
313	0.324891262
314	0.3248030845
315	0.3245395875
316	0.3243253925
317	0.3241128442
318	0.323782474
319	0.3234692271
320	0.3231293062
321	0.3230132841
322	0.3228108868
323	0.3226164606
324	0.322384818
325	0.3221498934
326	0.3219184946
327	0.3217021526
328	0.3214554376
329	0.321295631
330	0.3211501016
331	0.3209202836
332	0.320675218
333	0.3204369231
334	0.3202151276
335	0.3199899317
336	0.3199525527
337	0.3196956967
338	0.3195518178
339	0.3193341556
340	0.3192117133
341	0.3190254179
342	0.3187207922
343	0.3184886717
344	0.3181250704
345	0.3179121546
346	0.3176636657
347	0.3174747387
348	0.3171266312
349	0.3169846189
350	0.3168194009
351	0.3165771575
352	0.3162462842
353	0.3159737188
354	0.3158075748
355	0.3156552385
356	0.3154894449
357	0.3152936372
358	0.3149338388
359	0.3147586895
360	0.3144152484
361	0.314211125
362	0.3141001709
363	0.3138615727
364	0.3136283443
365	0.3134040538
366	0.3132648497
367	0.3130455008
368	0.3127742423
369	0.312664958
370	0.3126309594
371	0.3124549862
372	0.3123283584
373	0.3120955981
374	0.3118268443
375	0.3116469669
376	0.3114747316
377	0.3111676282
378	0.3110395465
379	0.310799193
380	0.3105822648
381	0.3104176624
382	0.3101030392
383	0.3099066886
384	0.3097189135
385	0.309398345
386	0.3092067478
387	0.3090290989
388	0.3088373083
389	0.3086743486
390	0.3085161989
391	0.3083420938
392	0.3080446035
393	0.3077860772
394	0.307575917
395	0.3072884614
396	0.3070803561
397	0.3068510091
398	0.3066879299
399	0.306510704
400	0.3063069074
401	0.306102906
402	0.3060509278
403	0.306007683
404	0.3058159853
405	0.3055089447
406	0.305296401
407	0.3051895074
408	0.3050380564
409	0.3048269146
410	0.3046394906
411	0.3044096379
412	0.3040990057
413	0.303884921
414	0.3037504269
415	0.3037176209
416	0.303392284
417	0.3032580368
418	0.3030347314
419	0.3028566571
420	0.3026335851
421	0.3024143197
422	0.3022179115
423	0.3020396803
424	0.3018650801
425	0.3016874266
426	0.3014605228
427	0.3011711633
428	0.3009775071
429	0.3008092995
430	0.3006298295
431	0.3003415851
432	0.3001360248
433	0.2998501933
434	0.2996303566
435	0.2994005968
436	0.299184241
437	0.298990446
438	0.2988458087
439	0.2986246223
440	0.2983557281
441	0.2981871164
442	0.2980085272
443	0.2977626454
444	0.2975978021
445	0.2974068839
446	0.297187654
447	0.2970013073
448	0.2967687147
449	0.296509294
450	0.2962827286
451	0.2960904271
452	0.2958706029
453	0.2956790344
454	0.2954439052
455	0.2952813651
456	0.2949078819
457	0.2947996848
458	0.2945514665
459	0.2942126516
460	0.2940757979
461	0.293729036
462	0.293614535
463	0.2934732382
464	0.2933347359
465	0.2931788077
466	0.2930025673
467	0.29279985
468	0.2925659687
469	0.2924716903
470	0.2923022223
471	0.2921133598
472	0.2919309996
473	0.2917276164
474	0.2914573197
475	0.291100537
476	0.2908681452
477	0.2906137632
478	0.2903663765
479	0.2901866151
480	0.2900095303
481	0.2898670101
482	0.2897005306
483	0.2895019983
484	0.289317239
485	0.2891596727
486	0.2889269172
487	0.2888420948
488	0.2886354035
489	0.2884107874
490	0.2881191884
491	0.2878358066
492	0.2877232871
493	0.2875047558
494	0.2873943243
495	0.2872477951
496	0.2871582732
497	0.2870219046
498	0.2868003125
499	0.2864681309
500	0.2862640376
501	0.2860885243
502	0.2860530274
503	0.2858423652
504	0.2857490702
505	0.2854773178
506	0.2852918993
507	0.285168435
508	0.2850018066
509	0.2848555657
510	0.28460955
511	0.2844607897
512	0.2843250291
513	0.2841982753
514	0.2840064569
515	0.2838313752
516	0.2836802266
517	0.2835807363
518	0.283309337
519	0.2831679107
520	0.2830910976
521	0.2829527229
522	0.2827887651
523	0.2826277059
524	0.2825233709
525	0.2824416046
526	0.2823390718
527	0.2821059755
528	0.281997442
529	0.2819138299
530	0.2817447388
531	0.2815017011
532	0.2812611694
533	0.2810798337
534	0.2808793514
535	0.2806520474
536	0.2805859624
537	0.2804760888
538	0.2802076493
539	0.2800793002
540	0.2797932279
541	0.2796618396
542	0.279461901
543	0.2792860821
544	0.2790942588
545	0.2789245579
546	0.278692505
547	0.2783841965
548	0.2782563467
549	0.2779804956
550	0.2776977623
551	0.2775449094
552	0.2772940951
553	0.2771084802
554	0.2768972228
555	0.2767931567
556	0.2765005378
557	0.2763541395
558	0.2762247142
559	0.2761063077
560	0.2759331482
561	0.2756607821
562	0.2754333318
563	0.2751905213
564	0.2750560328
565	0.2748330609
566	0.2746276589
567	0.2743616676
568	0.2742358412
569	0.2741118416
570	0.2739901973
571	0.2738387307
572	0.2736644588
573	0.2735403526
574	0.2734150519
575	0.2732612346
576	0.2730561061
577	0.2728717933
578	0.272788514
579	0.2726081027
580	0.2724779001
581	0.2723890142
582	0.2721601942
583	0.2720391771
584	0.2718391972
585	0.2717189975
586	0.2715746634
587	0.2714934991
588	0.2713627298
589	0.2711949578
590	0.2710527766
591	0.2709159319
592	0.2708322421
593	0.2706880174
594	0.270608103
595	0.2703828942
596	0.2702756036
597	0.270132284
598	0.2699709443
599	0.2698652658
600	0.2697118934
601	0.269599056
602	0.2694709097
603	0.2693916089
604	0.2693047296
605	0.2691909535
606	0.269003827
607	0.2687961293
608	0.2686628891
609	0.2684503428
610	0.2682625523
611	0.2680561677
612	0.2679348486
613	0.2678634319
614	0.2676816173
615	0.2676057142
616	0.2673918274
617	0.2672364556
618	0.2671857599
619	0.2671514796
620	0.2669752752
621	0.2667119257
622	0.2665208958
623	0.2662858533
624	0.2661068222
625	0.2659550284
626	0.2658024765
627	0.2655864001
628	0.2654963562
629	0.2654078453
630	0.2652119893
631	0.2649973389
632	0.264848161
633	0.2646468265
634	0.2645008007
635	0.2643257754
636	0.2642099888
637	0.264002138
638	0.2638411936
639	0.2636587001
640	0.2634765636
641	0.2632557198
642	0.2630992134
643	0.2628821575
644	0.2627395855
645	0.2625709101
646	0.26243138
647	0.2622500537
648	0.2621725146
649	0.2621136919
650	0.2620655515
651	0.2618762737
652	0.2616972474
653	0.2615862876
654	0.2615524227
655	0.2613971828
656	0.2612214063
657	0.2610874265
658	0.2609759244
659	0.2608760757
660	0.2608308832
661	0.2606394267
662	0.2604472586
663	0.2602692826
664	0.2599922384
665	0.2598331477
666	0.2597266191
667	0.2595674684
668	0.2594881032
669	0.2591928249
670	0.2590503516
671	0.2588527727
672	0.2587613317
673	0.2586649827
674	0.2584479093
675	0.258361635
676	0.2582071548
677	0.2580559144
678	0.257923302
679	0.2577509192
680	0.2575884962
681	0.257447447
682	0.2572594073
683	0.2571112118
684	0.2569530672
685	0.2568174566
686	0.2567531826
687	0.2566040639
688	0.2564826444
689	0.2563306048
690	0.2562896184
691	0.256112869
692	0.2560162209
693	0.2558338846
694	0.2556760666
695	0.2555137095
696	0.2554286009
697	0.255313181
698	0.2551338073
699	0.2549662796
700	0.2548168605
701	0.2546970715
702	0.2545742425
703	0.2544558567
704	0.2543255872
705	0.2541595917
706	0.2539733463
707	0.2536930282
708	0.2535285468
709	0.2533823386
710	0.2532612359
711	0.2531558863
712	0.2530643577
713	0.2529475752
714	0.2527917179
715	0.252654835
716	0.252408143
717	0.2522127477
718	0.2521020743
719	0.2519558685
720	0.2517658516
721	0.2516492911
722	0.2515414759
723	0.2514592842
724	0.2512580713
725	0.251093777
726	0.2509423836
727	0.2508866474
728	0.2507086285
729	0.2505385028
730	0.2504083275
731	0.2503303175
732	0.2502671547
733	0.2501001359
734	0.2499536139
735	0.249861928
736	0.2496766141
737	0.2495506598
738	0.2494182037
739	0.2492844852
740	0.2491908765
741	0.249054084
742	0.2489433176
743	0.2487916414
744	0.2486235923
745	0.2485651311
746	0.2485272122
747	0.2483404199
748	0.2482679252
749	0.2480587293
750	0.2478568553
751	0.2477241722
752	0.247612108
753	0.2473466699
754	0.2472259817
755	0.2471451805
756	0.2471026793
757	0.2470155445
758	0.2468985796
759	0.2467357462
760	0.2466154278
761	0.2464536563
762	0.2463972799
763	0.2462594401
764	0.2461647429
765	0.2460171738
766	0.2459956571
767	0.2458869753
768	0.2457654675
769	0.2456637721
770	0.2454785632
771	0.2453426348
772	0.2452895034
773	0.2451171583
774	0.2450049471
775	0.2449336068
776	0.2448447681
777	0.2445726798
778	0.2444554018
779	0.2443702476
780	0.244284781
781	0.2441610317
782	0.2440744609
783	0.2439590282
784	0.2437694075
785	0.2436438445
786	0.2434240183
787	0.2432833156
788	0.2431681162
789	0.2431322557
790	0.2429815879
791	0.2428715069
792	0.2427758181
793	0.2426907523
794	0.2426342518
795	0.2424774036
796	0.2424110171
797	0.2423537699
798	0.2422249181
799	0.2421085223
800	0.2419836275
801	0.2418805773
802	0.2417615386
803	0.2416553234
804	0.2415012254
805	0.2413789805
806	0.2412639585
807	0.2411640117
808	0.2411159516
809	0.2410097187
810	0.2408166316
811	0.2406455104
812	0.2404269093
813	0.240226871
814	0.2400973892
815	0.2399042238
816	0.2397137881
817	0.2395920666
818	0.2394267389
819	0.2393503872
820	0.2392199329
821	0.2391129906
822	0.239025083
823	0.238882192
824	0.2388030011
825	0.2386026477
826	0.2385045022
827	0.2383844705
828	0.238291147
829	0.2382529252
830	0.2380184886
831	0.2378961338
832	0.2377335506
833	0.2375173852
834	0.2373494563
835	0.2372012741
836	0.2371163819
837	0.2370149218
838	0.2368594717
839	0.236772481
840	0.2365703888
841	0.2364617547
842	0.2362917319
843	0.2362235802
844	0.2362006578
845	0.2360766198
846	0.235956719
847	0.2358558339
848	0.2357393171
849	0.2357243888
850	0.2355569241
851	0.2354556595
852	0.2353722921
853	0.2353004864
854	0.2351083358
855	0.2350294178
856	0.2349376181
857	0.2347078433
858	0.2345349096
859	0.2343894293
860	0.2343310104
861	0.2342741115
862	0.2341532556
863	0.2341166476
864	0.2339802573
865	0.2338140368
866	0.2336688352
867	0.233560906
868	0.2334643828
869	0.2333458943
870	0.2332611849
871	0.2330761263
872	0.2329648476
873	0.2329108589
874	0.2328255596
875	0.2326775199
876	0.2323773659
877	0.2322006871
878	0.2321541877
879	0.2320766938
880	0.2319267801
881	0.2317908591
882	0.231629416
883	0.2314659057
884	0.2313454464
885	0.2312296453
886	0.2310808778
887	0.2309789708
888	0.230814219
889	0.2306947681
890	0.2305575766
891	0.2304278178
892	0.2303188778
893	0.2301571863
894	0.230019955
895	0.2299607499
896	0.2299266987
897	0.2298574415
898	0.2297079508
899	0.2295730907
900	0.2293121839
901	0.2292008337
902	0.2291118702
903	0.2289614731
904	0.2288461529
905	0.2288059652
906	0.2286723351
907	0.2286093738
908	0.2284535945
909	0.2283778535
910	0.2281682667
911	0.2280506255
912	0.2278758624
913	0.2277508829
914	0.2275912855
915	0.2274221722
916	0.2273575186
917	0.2273233656
918	0.2271203613
919	0.226983928
920	0.2269176673
921	0.2267400929
922	0.2266278222
923	0.2265011961
924	0.2264267156
925	0.2262439485
926	0.2262015892
927	0.2260607284
928	0.2259579228
929	0.2257689823
930	0.2256805131
931	0.2255413028
932	0.2254127251
933	0.225328925
934	0.2251971554
935	0.2250822053
936	0.2249056618
937	0.2247487293
938	0.2246017791
939	0.2244687715
940	0.2243156855
941	0.2242254032
942	0.2241219048
943	0.2240100309
944	0.2238907662
945	0.2238450006
946	0.2237549239
947	0.2236103502
948	0.2235214264
949	0.2233833636
950	0.2233275775
951	0.2231851214
952	0.2230308163
953	0.2228087845
954	0.222637507
955	0.2225344916
956	0.2223604635
957	0.2222254576
958	0.2221037848
959	0.2219464195
960	0.2218939446
961	0.2217383767
962	0.2215605611
963	0.2215057865
964	0.2213923329
965	0.2212310359
966	0.2210933169
967	0.2209407722
968	0.2208606054
969	0.2207845331
970	0.2206724879
971	0.2205893691
972	0.2204874032
973	0.2204208043
974	0.2203722488
975	0.2202877643
976	0.2201640719
977	0.2200240623
978	0.2199916498
979	0.219883712
980	0.2197886934
981	0.2197165012
982	0.2195946877
983	0.219339465
984	0.2192661515
985	0.2190631101
986	0.2189633281
987	0.2188778712
988	0.2186648482
989	0.2185462172
990	0.2184899914
991	0.2184452496
992	0.21836317
993	0.2182981411
994	0.2181606299
995	0.2181089554
996	0.2179502009
997	0.2179008354
998	0.2178298069
999	0.2177527378
